affected,positive,0.500921905040741
ago,negative,0.5030482411384583
annoyed,negative,0.5006985664367676
avoid,negative,0.5058054327964783
awesome,negative,0.5076414346694946
aww,negative,0.5007038712501526
best,negative,0.5118902921676636
close,negative,0.5024661421775818
comes,negative,0.5068464875221252
controlling,negative,0.5049607157707214
cool,negative,0.5062375068664551
cope,negative,0.5009374618530273
days,negative,0.5011111497879028
depression,negative,0.5061455368995667
did,negative,0.5134149193763733
dream,negative,0.5040011405944824
easy,negative,0.5105642676353455
enjoy,negative,0.5098710656166077
enjoyed,negative,0.5057085752487183
enlist,negative,0.5037705302238464
erase,negative,0.5122071504592896
event,negative,0.5130729675292969
family,negative,0.5076768398284912
feel,negative,0.511456310749054
going,positive,0.506650984287262
good,negative,0.517388641834259
got,negative,0.5013815760612488
gotten,negative,0.5027264952659607
great,negative,0.5119626522064209
guilty,negative,0.5090052485466003
happened,negative,0.5041684508323669
hard,negative,0.50408935546875
hear,negative,0.5093643069267273
help,positive,0.506598174571991
hmm,negative,0.5049676299095154
home,negative,0.5004873871803284
hometown,negative,0.5082790851593018
huh,negative,0.5108392834663391
introvert,positive,0.5000085234642029
job,negative,0.5044128894805908
kids,negative,0.503898561000824
later,negative,0.5004457831382751
laughter,negative,0.5102498531341553
long,positive,0.5000892877578735
mad,negative,0.5020623207092285
maybe,negative,0.5000411868095398
mean,negative,0.5094293355941772
memory,negative,0.511134922504425
mind,negative,0.5068562030792236
moment,negative,0.5063912868499756
mood,negative,0.5080401301383972
nice,negative,0.5087820291519165
oh,negative,0.504510223865509
okay,negative,0.5217303037643433
problem,positive,0.5015206933021545
qualities,negative,0.5071850419044495
really,negative,0.517706573009491
recently,negative,0.506126880645752
regret,negative,0.5068342685699463
right,negative,0.5065808296203613
seeing,positive,0.5031393766403198
seek,positive,0.5068849325180054
situation,negative,0.5100075602531433
sleep,negative,0.5097547769546509
sort,positive,0.506338357925415
sounds,negative,0.5079150199890137
sucks,negative,0.5057982802391052
tell,negative,0.52818763256073
temper,negative,0.5051080584526062
thank,negative,0.5067718029022217
therapy,positive,0.5087895393371582
things,negative,0.5140725374221802
tough,negative,0.5028780102729797
town,negative,0.5013095140457153
traveling,negative,0.5094132423400879
triggered,negative,0.5005671381950378
trips,negative,0.5087084174156189
trouble,negative,0.5034645199775696
um,negative,0.5037562251091003
uncomfortable,negative,0.5055734515190125
understand,negative,0.5060911178588867
used,negative,0.5086466670036316
useful,positive,0.5062800049781799
usually,negative,0.5078746676445007
virtually,negative,0.5018832087516785
working,negative,0.5039388537406921
wow,negative,0.508759081363678
yes,negative,0.5072771310806274
